event_id,account_id,user_id,event_type,event_date,duration_mins,participants_count,features_used
EVT00008483,ACC00334,USR002708,phone,08/06/2024,60,32,
EVT00002370,ACC00207,USR001563,Webinar,2024/07/11,241,,
EVT00004968,ACC00312,USR002537,meeting,08/19/2024,116,89,
EVT00005884,ACC00062,USR000454,Meeting,2024-09-24,60,10000,
EVT00002218,ACC00281,USR002255,webinar,08/23/2024,0,16,"screen_share,recording"
EVT00005848,ACC00278,USR002227,MEETING,N/A,15,54,recording
EVT00002219,ACC00146,USR001112,meeting,07/01/2024,99999,53,
EVT00003327,ACC00245,USR999022,meeting,2024-08-20,447,71,
EVT00006734,ACC00036,USR999278,Phone,23-07-2024,60,6,
EVT00003584,ACC00395,USR003220,webinar,2024-09-30,60,50,screen_share
EVT00009825,ACC00161,USR001253,Meeting,2024-09-07,73,13,
EVT00003620,ACC00082,USR000645,phone,2024-08-12,30,2,
EVT00007708,ACC00249,USR002018,Webinar,2024-07-31,45,86,
EVT00006433,ACC00092,USR000753,meeting,13-09-2024,110,58,"screen_share,breakout_rooms"
EVT00003116,ACC00290,USR002356,Meeting,08/19/2024,30,74,
EVT00000086,ACC00215,USR001661,Phone,2024-08-11,92,3,
EVT00005974,ACC00039,USR000318,Webinar,09/16/2024,60,89,breakout rooms
EVT00002802,ACC00075,USR000594,Webinar,2024-08-04,60,48,
EVT00003672,ACC00028,USR000240,phone,08/07/2024,30,75,
EVT00003668,ACC00023,USR001090,Webinar,2024-08-08,30,2,
EVT00009795,ACC00087,USR000670,webinar,26-09-2024,64,,BREAKOUT_ROOMS
EVT00005159,ACC00154,USR001174,meeting,2024/09/07,117,48,
EVT00005726,ACC00263,USR002110,Phone,2024-08-13,68,50,
EVT00004591,ACC00313,USR002541,MEETING,2024-08-12,98,61,
EVT00002020,ACC00030,USR000247,Phone,2024-07-20,106,97,
EVT00007832,ACC00146,USR001128,MEETING,2024-08-23,15,31,
EVT00002526,ACC00061,USR000451,phone,10/01/2024,45,82,
EVT00008287,ACC00156,USR001204,MEETING,16-07-2024,411,32,
EVT00009207,ACC00130,USR001002,Phone,03-08-2024,0,34,
EVT00003213,ACC00269,USR002155,Meeting,19-08-2024,60,24,
EVT00000520,ACC00075,USR000586,Meeting,2024/07/02,60,10,RECORDING
EVT00005367,ACC00061,USR000446,phone,2024-09-06,45,64,
EVT00006763,ACC00290,USR002379,Meeting,2024/09/07,15,95,breakout_rooms
EVT00002896,ACC00253,USR002036,MEETING,2024/07/04,192,50,
EVT00000245,ACC00016,USR000110,MEETING,07-07-2024,60,71,
EVT00005931,ACC00211,USR001600,phone,2024/09/05,15,48,screen_share
EVT00004715,ACC00114,USR999267,Phone,2024-08-19,30,81,breakout_rooms
EVT00009568,ACC00306,USR002503,MEETING,2024/09/04,108,64,
EVT00003426,ACC00009,USR000024,Webinar,15-07-2024,330,20,
EVT00006932,ACC00366,USR002943,phone,08/27/2024,45,41,screen_share
EVT00006721,ACC00039,USR000325,Webinar,2024-09-05,60,50,
EVT00007411,ACC00007,USR003074,Meeting,08/30/2024,270,28,
EVT00006178,ACC00047,USR002471,Phone,2024/08/16,67,81,
EVT00007251,ACC00120,USR000953,Webinar,2024-09-29,45,48,
EVT00005510,ACC00356,USR002823,webinar,,15,16,
EVT00002002,ACC00031,USR000255,webinar,2024/08/13,30,91,
EVT00000886,ACC00096,USR999623,phone,2024-07-01,,69,
EVT00000870,ACC00248,USR001990,Phone,2024-07-28,90,76,"screen_share,breakout_rooms"
EVT00009689,ACC00366,USR002948,Webinar,2024/07/24,45,13,
EVT00005721,ACC00165,USR001261,phone,09/06/2024,30,47,
EVT00000357,ACC00166,USR001285,phone,19-08-2024,15,30,
EVT00009908,ACC00242,USR001902,meeting,2024/08/01,443,,
EVT00005452,ACC00215,USR001666,webinar,2024/07/26,428,66,recording
EVT00008194,ACC00010,USR000047,meeting,2024-09-22,45,37,
EVT00006439,ACC00063,USR000473,Meeting,2024-08-17,15,32,recording
EVT00007705,ACC00036,USR000298,Phone,2024-07-10,128,0,
EVT00001276,ACC00244,USR001908,webinar,N/A,60,8,
EVT00001891,ACC00231,USR001781,webinar,2024-09-09,115,60,
EVT00008687,ACC00091,USR000737,MEETING,30-09-2024,60,45,
EVT00006569,ACC00004,USR000011,Meeting,2024-07-03,455,15,breakout_rooms
EVT00009624,ACC00374,USR003046,phone,2024/07/17,235,47,
EVT00003564,ACC99939,USR003294,MEETING,2024/08/06,61,22,
EVT00005788,ACC00245,USR001948,meeting,23-08-2024,30,99,
EVT00004959,ACC00236,USR001819,meeting,26-09-2024,324,73,
EVT00001547,ACC00024,USR000194,MEETING,2024-07-17,30,73,BREAKOUT_ROOMS
EVT00002381,ACC00010,USR000045,Meeting,2024/08/31,,22,
EVT00003824,ACC00330,USR002691,webinar,2024-09-10,289,10000,
EVT00003233,ACC00316,USR002562,Webinar,08/30/2024,60,81,
EVT00008400,ACC00215,USR001670,phone,2024-09-17,30,94,"screen_share,recording,breakout_rooms"
EVT00003307,ACC00322,USR002639,meeting,2024/07/02,120,78,
EVT00000493,ACC00031,USR001684,phone,2024-09-03,88,72,
EVT00003500,ACC00186,USR001418,meeting,08/31/2024,30,80,"screen_share,recording"
EVT00006665,ACC00207,USR001558,Phone,14-09-2024,30,87,
EVT00001117,ACC00004,USR001842,phone,07-08-2024,45,10,"screen_share,recording,breakout_rooms"
EVT00005638,ACC00100,USR000783,meeting,2024-07-09,434,88,
EVT00008775,ACC00188,USR001420,Webinar,2024-07-06,15,73,
EVT00006147,ACC00346,USR002786,meeting,27-09-2024,45,54,screen_share
EVT00009868,ACC00135,USR001048,Meeting,2024-07-30,60,24,
EVT00008776,ACC00204,USR999781,webinar,,60,35,"screen_share,recording,breakout_rooms"
EVT00006708,ACC00306,USR002507,MEETING,07/13/2024,45,94,
EVT00009949,ACC00053,USR000416,webinar,2024-09-14,45,94,"screen_share,recording,breakout_rooms"
EVT00007966,ACC00004,USR001824,Webinar,24-09-2024,173,,
EVT00003646,ACC00278,USR002229,phone,2024-09-01,109,36,
EVT00002501,ACC00242,USR001885,meeting,2024-08-24,120,73,recording
EVT00005678,ACC00092,USR000753,Phone,2024-07-11,30,89,
EVT00005242,ACC00039,USR000315,Phone,2024-09-01,60,41,
EVT00006519,ACC00133,USR001013,meeting,28-08-2024,15,23,
EVT00002784,ACC00215,USR001657,Webinar,N/A,112,43,
EVT00006159,ACC00114,USR000861,webinar,2024-08-24,60,56,
EVT00003810,ACC00296,USR002422,webinar,2024/07/31,77,87,breakout_rooms
EVT00009429,ACC00242,USR001895,webinar,09/27/2024,60,82,"screen_share,breakout_rooms"
EVT00009525,ACC00082,USR000658,webinar,2024-07-05,275,85,
EVT00008600,ACC00207,USR001568,Meeting,29-09-2024,120,72,
EVT00001697,ACC00082,USR000650,Phone,2024/08/13,,29,
EVT00005686,ACC00075,USR000592,webinar,08/29/2024,,20,
EVT00008368,ACC99999,USR003284,Phone,2024/10/01,282,36,
EVT00005940,ACC00262,USR002103,meeting,08/12/2024,15,65,
EVT00002053,ACC00015,USR000101,Meeting,09/08/2024,195,54,"screen_share,recording,breakout_rooms,polling"
NULL,ACC00373,USR003019,phone,08/09/2024,15,40,
EVT00006561,ACC00236,USR001816,Phone,12-07-2024,71,2,
EVT00003314,ACC00071,USR000567,webinar,2024-07-10,,11,"SCREEN_SHARE,RECORDING,BREAKOUT_ROOMS"
EVT00004782,ACC00340,USR002734,Meeting,2024-07-20,45,26,recording
EVT00008539,ACC00275,USR002204,meeting,,30,60,
EVT00006782,ACC00133,USR001017,Meeting,19-09-2024,45,50,
EVT00001593,ACC00193,USR001448,meeting,13-08-2024,102,45,"recording,breakout_rooms"
EVT00001724,ACC00310,USR002524,meeting,2024-07-29,-30,0,
EVT00000216,ACC00114,USR999865,MEETING,,77,81,
EVT00006327,ACC00395,USR003206,webinar,2024-09-24,108,23,"recording,breakout_rooms"
EVT00008257,ACC00016,USR000111,Webinar,N/A,163,15,
EVT00000491,ACC00377,USR003056,webinar,N/A,45,69,"screen_share,recording,breakout_rooms,polling"
EVT00009134,ACC00036,USR999842,meeting,2024-08-30,100,30,
EVT00003484,ACC00346,USR002774,Phone,2024-07-24,71,28,breakout_rooms
EVT00005103,ACC00373,USR003019,meeting,2024/08/13,0,21,
EVT00005188,ACC00165,USR001268,webinar,09/27/2024,15,,breakout_rooms
EVT00003432,ACC00253,USR002035,Meeting,21-07-2024,45,77,"recording,breakout_rooms"
EVT00009199,ACC00091,USR000750,phone,07/20/2024,71,64,
EVT00007711,ACC00352,USR002811,MEETING,2024/08/31,124,33,
EVT00005514,ACC00009,USR000021,webinar,14-08-2024,461,76,
EVT00000026,ACC00278,USR002225,webinar,2024-09-10,30,86,
EVT00003513,ACC00388,USR003132,Phone,08/13/2024,15,70,
EVT00002410,ACC00103,USR000799,Phone,2024-08-28,15,6,recording
EVT00003271,ACC00144,USR001104,MEETING,2024-07-07,93,4,
EVT00005210,ACC00130,USR001001,Phone,2024-07-13,60,97,"screen_share,recording,breakout_rooms"
EVT00008712,ACC00327,USR002674,Webinar,2024-09-05,60,25,
EVT00001553,ACC00262,USR002103,phone,2024-09-13,15,2,"screen_share,breakout_rooms"
EVT00009198,ACC00290,USR002354,meeting,2024/09/24,235,38,
,ACC00366,USR002933,Meeting,08/03/2024,250,100,
EVT00003872,ACC99913,USR003295,Meeting,2024-08-24,45,75,"screen_share,recording,breakout_rooms,polling"
EVT00003403,ACC00342,USR002748,Phone,2024/07/25,113,81,"screen_share,recording"
EVT00004530,ACC00115,USR000875,webinar,2024-08-11,15,17,breakout_rooms
EVT00000980,ACC00204,USR001516,Webinar,09/03/2024,60,57,
EVT00002656,ACC00138,USR001077,Phone,2024-09-03,60,88,
EVT00001848,ACC00173,USR001349,Phone,09/08/2024,N/A,69,
EVT00007965,ACC00069,USR000534,meeting,2024/08/04,N/A,71,
EVT00008241,ACC00113,USR000828,Webinar,2024-08-20,0,70,"screen_share,recording,breakout_rooms"
EVT00007146,ACC00326,USR002670,MEETING,04-07-2024,0,88,screen_share
EVT00007300,ACC00040,USR003049,phone,11-07-2024,466,93,screen_share
EVT00005722,ACC00082,USR999027,MEETING,2024-08-07,89,82,
EVT00000516,ACC00239,USR001860,MEETING,2024-08-15,106,45,recording
EVT00008746,ACC00214,USR001612,Phone,2024/07/01,30,65,recording
EVT00008298,ACC99955,USR003268,Meeting,25-07-2024,30,83,
EVT00001103,ACC00025,USR999570,Webinar,2024-08-13,15,99,
EVT00003277,ACC00039,USR000214,meeting,2024-07-25,15,88,screen_share
EVT00007218,ACC00128,USR000994,Webinar,2024-09-21,15,59,
EVT00007390,ACC00039,USR000205,Phone,22-09-2024,,55,
EVT00009078,ACC00336,USR002715,phone,2024-09-01,0,94,"screen_share,recording,breakout_rooms,polling"
EVT00008338,ACC00057,USR000435,Meeting,2024/09/17,45,35,
EVT00003997,ACC00215,USR001668,phone,07/16/2024,120,74,
EVT00000195,ACC00374,USR003028,Webinar,2024-07-13,438,40,
EVT00004712,ACC00009,USR000036,webinar,09/07/2024,30,46,
EVT00000644,ACC00022,USR000186,Meeting,19-07-2024,30,40,
EVT00009090,ACC00380,USR003067,Phone,2024-08-10,94,36,
EVT00003286,ACC00366,USR002953,Phone,22-09-2024,30,77,
EVT00003117,ACC00185,USR001404,MEETING,08/12/2024,-30,82,screen_share
EVT00006477,ACC00185,USR001415,meeting,2024-08-10,45,52,
EVT00003576,ACC00016,USR000105,Meeting,N/A,358,93,
EVT00009024,ACC00280,USR002246,MEETING,17-09-2024,337,6,
EVT00004321,ACC00316,USR002555,Phone,,30,56,
EVT00009993,ACC00299,USR002437,MEETING,2024-08-30,218,66,
EVT00002208,ACC00281,USR002267,Webinar,,120,12,"screen_share,breakout_rooms"
EVT00004553,ACC00135,USR001030,Phone,2024-09-21,15,86,screen_share | recording | breakout_rooms
EVT00007317,ACC00388,USR003131,Webinar,08/17/2024,45,12,
EVT00003719,ACC00039,USR000325,MEETING,2024-09-05,61,10000,
EVT00000973,ACC00115,USR000885,phone,2024/08/16,45,89,
EVT00004580,ACC00082,USR000645,MEETING,2024-07-17,15,55,screen_share
EVT00000720,ACC00366,USR002953,webinar,2024-07-31,323,22,screen_share
EVT00009018,ACC00012,USR002096,Webinar,2024-07-18,15,93,
EVT00006156,ACC00281,USR002282,meeting,2024-09-06,102,39,
EVT00009431,ACC00179,USR001377,phone,,69,32,
EVT00003897,ACC00346,USR002795,phone,01-08-2024,474,90,
EVT00002804,ACC00278,USR002242,MEETING,2024/09/16,45,21,recording
EVT00002567,ACC00248,USR001977,MEETING,13-09-2024,60,36,
EVT00004026,ACC00091,USR000746,phone,2024/09/26,271,53,
EVT00006199,ACC00022,USR000147,Phone,2024/07/04,104,42,
EVT00000033,ACC00009,USR000036,MEETING,17-09-2024,30,81,recording
,ACC00045,USR003192,Webinar,07/12/2024,60,35,
EVT00008832,ACC00285,USR002326,meeting,2024-07-11,45,88,"screen_share,recording,breakout_rooms"
EVT00009819,ACC00010,USR002979,webinar,2024/08/20,30,29,"screen_share,recording"
EVT00004064,ACC00135,USR001043,MEETING,09/26/2024,-30,-5,"screen_share,recording,breakout_rooms,polling"
EVT00008949,ACC00075,USR000598,Phone,01-09-2024,30,66,
EVT00005541,ACC00012,USR002094,Webinar,2024-07-02,30,68,
EVT00001698,ACC00290,USR002371,phone,21-09-2024,45,38,
EVT00002793,ACC00207,USR001550,phone,2024-08-26,30,63,
EVT00002223,ACC00039,USR000338,Meeting,07/29/2024,0,70,"screen_share,recording,breakout_rooms,polling"
EVT00005819,ACC00045,USR003193,MEETING,2024/09/17,60,49,
EVT00009663,ACC00069,USR000511,phone,2024-09-23,60,45,
EVT00003765,ACC00069,USR000542,webinar,18-08-2024,-30,2,
EVT00003867,ACC00222,USR001711,phone,2024-08-29,394,80,
EVT00006422,ACC00296,USR002428,phone,2024-07-14,60,60,
EVT00009400,ACC00306,USR002507,Webinar,08/29/2024,417,56,
EVT00008939,ACC00055,USR000427,Phone,20-07-2024,45,100,
EVT00006672,ACC00391,USR003143,phone,29-09-2024,85,60,
EVT00007979,ACC00146,USR001123,webinar,09/07/2024,237,45,
EVT00003759,ACC00155,USR001189,Webinar,2024/08/06,15,-5,"screen_share,recording,breakout_rooms,polling"
EVT00009775,ACC00183,USR001400,webinar,2024-09-03,77,41,
EVT00003228,ACC00346,USR002782,phone,,443,20,
EVT00007803,ACC00263,USR002111,Meeting,08/23/2024,30,30,
EVT00003924,ACC00245,USR001953,Meeting,2024/07/05,15,15,
EVT00003905,ACC00008,USR999042,webinar,30-08-2024,229,5,
EVT00002278,ACC00220,USR001680,Webinar,10-07-2024,15,77,
EVT00006811,ACC00190,USR001427,webinar,2024/07/24,0,67,
EVT00001402,ACC00178,USR001374,Meeting,2024-09-17,99999,81,breakout_rooms
EVT00000740,ACC00322,USR002661,MEETING,,174,51,
EVT00004267,ACC00065,USR000497,MEETING,09/25/2024,462,74,
EVT00009862,ACC00096,USR000769,Webinar,2024/07/20,60,36,
EVT00007353,ACC00188,USR001423,phone,,60,37,"screen_share,recording,breakout_rooms,polling"
EVT00007519,ACC00031,USR001691,MEETING,2024-09-21,456,49,
EVT00003852,ACC99950,USR999435,webinar,2024-09-03,108,11,
EVT00008632,ACC00082,USR999846,MEETING,2024-08-15,60,76,"recording,breakout_rooms"
EVT00002662,ACC00371,USR003012,MEETING,2024-07-31,45,21,screen_share
EVT00006505,ACC00087,USR000669,MEETING,2024/07/11,408,4,"screen_share,breakout_rooms"
EVT00009800,ACC00022,USR000127,meeting,08/29/2024,15,5,breakout_rooms
EVT00000675,ACC00082,USR000639,Meeting,07/09/2024,15,15,recording
EVT00007106,ACC00039,USR000339,webinar,2024/09/27,78,84,
EVT00006361,ACC00087,USR000674,Phone,15-09-2024,102,45,"screen_share,breakout_rooms"
EVT00003842,ACC00214,USR001618,phone,2024-07-03,15,29,
EVT00001816,ACC00040,USR001532,webinar,2024/08/18,15,53,
EVT00009490,ACC00137,USR001059,MEETING,2024-07-18,60,81,
EVT00009839,ACC00281,USR002281,webinar,08/04/2024,94,10000,
,ACC00178,USR001373,MEETING,2024-09-14,101,78,"screen_share,recording,breakout_rooms,polling"
EVT00004654,ACC00112,USR000827,Meeting,09/14/2024,70,100,
EVT00008693,ACC00316,USR002566,phone,07/10/2024,379,17,
EVT00002101,ACC00281,USR002275,Meeting,2024-08-31,45,95,
EVT00007712,ACC00356,USR002847,phone,08/01/2024,15,,
EVT00001674,ACC00050,USR002533,MEETING,19-08-2024,324,51,
EVT00002102,ACC00391,USR003158,Meeting,2024-07-09,15,75,
EVT00004214,ACC00096,USR000767,meeting,28-07-2024,85,19,
EVT00006959,ACC00082,USR000659,MEETING,2024/09/25,73,14,
EVT00001549,ACC00330,USR002690,Phone,20-09-2024,99,30,
EVT00009551,ACC00038,USR000312,Phone,2024-08-29,262,47,
,ACC00087,USR000678,MEETING,08/31/2024,217,17,"screen_share,recording,breakout_rooms"
EVT00009584,ACC00391,USR003170,meeting,2024/07/28,15,36,"screen_share,recording"
EVT00000356,ACC00013,USR000087,MEETING,2024-07-22,45,14,
EVT00005185,ACC00180,USR001392,phone,07/20/2024,101,73,
EVT00001462,ACC00322,USR002635,meeting,2024/08/24,107,63,screen_share
EVT00007625,ACC00299,USR002438,Webinar,20-09-2024,45,77,
EVT00009386,ACC00031,USR001681,MEETING,2024-08-30,30,67,screen_share
EVT00003221,ACC00041,USR000076,meeting,2024-07-10,15,76,
EVT00000940,ACC00367,USR002962,Webinar,25-08-2024,99,25,
EVT00005148,ACC00195,USR001462,phone,2024-09-25,15,77,
EVT00005924,ACC00075,USR000591,MEETING,09/25/2024,30,74,
EVT00007884,ACC00010,USR002989,phone,11-09-2024,60,88,
EVT00001752,ACC00036,USR000282,Meeting,2024-08-19,88,73,
EVT00009469,ACC00306,USR002503,phone,2024-09-21,45,29,screen_share
EVT00007598,ACC00296,USR002404,meeting,,110,98,
EVT00001773,ACC00103,USR000790,Phone,2024-09-24,60,64,
EVT00001197,ACC00392,USR003178,phone,2024/09/03,110,68,recording
EVT00001879,ACC00281,USR999854,webinar,08/31/2024,471,86,
,ACC00040,USR001535,Phone,09/14/2024,N/A,33,
EVT00003172,ACC00016,USR000108,phone,2024-07-31,60,25,
EVT00002017,ACC00028,USR001230,webinar,07/11/2024,45,100,"screen_share,breakout_rooms"
EVT00002006,ACC00290,USR002361,MEETING,28-09-2024,60,67,screen_share
EVT00008273,ACC00269,USR002150,webinar,2024/07/06,77,13,
EVT00003894,ACC99977,USR003283,meeting,2024-07-31,15,100,
EVT00009992,ACC00062,USR000472,Meeting,2024-07-12,118,54,
EVT00003238,ACC00154,USR001161,Phone,08/11/2024,383,57,
EVT00004425,ACC00156,USR001216,Webinar,2024/09/22,45,24,"screen_share,recording"
EVT00004745,ACC00069,USR000526,Phone,18-08-2024,30,55,
EVT00002079,ACC00316,USR002571,Meeting,09/12/2024,436,22,
EVT00005220,ACC00350,USR002803,MEETING,2024-09-26,99999,86,
EVT00000397,ACC00135,USR001041,Webinar,2024-09-28,75,4,recording
EVT00002789,ACC00154,USR001162,webinar,2024-09-05,97,50,"screen_share,breakout_rooms"
EVT00008878,ACC00284,USR002300,Meeting,2024-07-19,87,66,
EVT00008639,ACC00374,USR003044,Phone,2024-09-15,15,85,screen_share
EVT00004073,ACC00020,USR000121,Meeting,2024-07-02,15,15,
EVT00005575,ACC00014,USR000098,meeting,2024-08-05,118,39,
EVT00008370,ACC00284,USR002325,MEETING,2024-09-21,N/A,39,
EVT00009508,ACC00041,USR000076,MEETING,08/24/2024,116,0,
EVT00005356,ACC00356,USR002838,Phone,2024/09/10,433,75,
EVT00007234,ACC00358,USR002869,Webinar,2024-08-29,60,75,
EVT00009484,ACC00330,USR999442,meeting,2024-08-08,93,52,
EVT00006821,ACC00215,USR001650,meeting,2024-09-11,441,74,
EVT00001520,ACC00069,USR000522,MEETING,2024/08/11,60,74,
EVT00008197,ACC00082,USR000657,MEETING,26-09-2024,15,51,
EVT00001379,ACC00391,USR003157,MEETING,2024-09-16,90,57,
EVT00005673,ACC00010,USR000053,webinar,24-09-2024,109,13,breakout_rooms
EVT00001024,ACC00087,USR000690,phone,2024/08/22,76,8,
EVT00002588,ACC00306,USR002505,MEETING,02-09-2024,30,37,"SCREEN_SHARE,BREAKOUT_ROOMS"
EVT00007043,ACC00106,USR000812,webinar,2024-08-30,60,86,
EVT00005622,ACC00281,USR002250,meeting,2024-07-09,71,66,
EVT00007638,ACC00012,USR002074,webinar,29-09-2024,45,81,
EVT00005009,ACC00039,USR000227,MEETING,2024/07/01,0,,
EVT00002858,ACC00069,USR000511,phone,20-09-2024,15,92,
EVT00008255,ACC00036,USR000290,webinar,09/14/2024,30,11,
EVT00005772,ACC00012,USR002083,Phone,2024-08-29,30,33,
EVT00005843,ACC00180,USR001384,webinar,2024-09-23,142,2,
NULL,ACC00392,USR003177,meeting,2024/08/16,45,59,
EVT00005833,ACC00195,USR001455,meeting,09/27/2024,60,7,
EVT00001630,ACC00109,USR999564,Meeting,2024-07-01,45,83,screen_share | recording
EVT00004889,ACC00138,USR999020,webinar,2024-07-20,30,25,
EVT00004527,ACC00322,USR002650,Meeting,26-07-2024,116,31,
EVT00003524,ACC00014,USR002627,webinar,2024-07-09,119,71,"screen_share,recording,breakout_rooms"
EVT00005905,ACC00155,USR001190,phone,2024/08/09,105,12,
EVT00007782,ACC00018,USR000115,MEETING,2024/07/11,87,85,
EVT00003608,ACC00014,USR002619,meeting,08/02/2024,115,55,breakout_rooms
EVT00009419,ACC00242,USR001891,webinar,08/03/2024,60,37,
EVT00005221,ACC00062,USR000465,Meeting,26-09-2024,97,16,
EVT00000235,ACC00288,USR002345,phone,26-09-2024,15,71,
EVT00007756,ACC00278,USR002231,Webinar,2024/09/04,119,15,
EVT00003797,ACC00123,USR000985,Webinar,07/16/2024,124,24,"screen_share,recording,breakout_rooms"
EVT00004119,ACC00156,USR001207,webinar,2024-09-20,60,92,
EVT00006319,ACC00135,USR001030,Phone,NULL,96,40,
EVT00005002,ACC00362,USR002899,Meeting,2024-09-23,15,50,
EVT00003801,ACC00340,USR002735,Meeting,04-08-2024,30,28,
EVT00007810,ACC00188,USR001420,meeting,2024-07-20,66,36,
EVT00003900,ACC00231,USR001783,phone,2024-08-15,45,47,"screen_share,recording"
EVT00005025,ACC00372,USR003018,Phone,2024/09/03,60,38,recording
EVT00001949,ACC00374,USR003020,webinar,30-08-2024,45,77,"recording,breakout_rooms"
EVT00006362,ACC00281,USR002268,MEETING,2024-08-05,130,12,
EVT00000471,ACC00248,USR001981,phone,2024-09-24,45,71,"screen share,recording,breakout rooms,polling"
EVT00009945,ACC00278,USR002232,webinar,08/19/2024,96,95,
EVT00003493,ACC00211,USR001578,Meeting,08/04/2024,62,57,
EVT00006092,ACC00062,USR999412,webinar,,30,75,"screen_share,recording"
EVT00002672,ACC00366,USR002932,meeting,2024-08-30,30,38,
EVT00009801,ACC00156,USR001210,MEETING,08/13/2024,80,,screen_share
EVT00002225,ACC00339,USR002731,Webinar,09/04/2024,45,11,
EVT00001107,ACC00031,USR001688,meeting,2024/07/31,15,25,
EVT00002189,ACC00045,USR003199,Webinar,2024-07-18,30,36,"screen_share,recording,breakout_rooms"
EVT00000819,ACC00172,USR001327,Webinar,,70,48,"screen_share,recording"
EVT00005572,ACC00141,USR001089,Phone,2024-07-28,74,63,"screen_share,recording"
EVT00004524,ACC00040,USR001531,Meeting,2024/09/15,65,93,"screen_share,recording,breakout_rooms,polling"
EVT00005794,ACC00226,USR001759,Webinar,2024/09/10,96,39,
EVT00009382,ACC00290,USR002370,Meeting,2024/07/06,101,93,
EVT00008781,ACC99907,USR003287,MEETING,2024/08/06,15,52,
EVT00007460,ACC00115,USR000889,Webinar,17-07-2024,334,33,"screen_share,breakout_rooms"
EVT00002625,ACC00203,USR001488,MEETING,10-08-2024,15,85,recording
EVT00007095,ACC00133,USR001018,Phone,,30,18,
EVT00009393,ACC00296,USR002407,webinar,NULL,111,42,
EVT00009917,ACC00033,USR000268,Webinar,,15,69,
EVT00009120,ACC00356,USR002838,meeting,2024-08-10,60,84,
EVT00000889,ACC00165,USR999728,MEETING,2024/07/08,45,23,
EVT00002438,ACC00346,USR002779,MEETING,2024/09/22,107,56,breakout_rooms
EVT00006057,ACC00309,USR002517,meeting,2024/08/12,45,72,
EVT00007065,ACC00048,USR000389,phone,09/27/2024,60,19,breakout_rooms
EVT00000818,ACC00306,USR002500,phone,2024/09/01,76,80,"screen_share,recording"
EVT00008935,ACC00154,USR001179,MEETING,08/07/2024,152,47,"screen_share,breakout_rooms"
EVT00003415,ACC00245,USR001945,meeting,23-07-2024,15,32,
EVT00006353,ACC00135,USR001045,MEETING,2024-09-25,60,8,"screen_share,breakout_rooms"
EVT00002342,ACC00366,USR002954,Webinar,07/02/2024,223,49,
EVT00009030,ACC00300,USR002443,Webinar,09/21/2024,15,48,breakout_rooms
EVT00003168,ACC00047,USR002469,MEETING,2024/08/08,15,9,
EVT00001810,ACC00180,USR001392,Meeting,07/22/2024,73,16,
EVT00008036,ACC00193,USR001435,meeting,,354,96,
EVT00001265,ACC00281,USR002266,MEETING,2024-07-29,283,57,recording
,ACC00230,USR001770,Meeting,06-09-2024,103,32,
EVT00009676,ACC00391,USR003150,Webinar,14-08-2024,321,2,"screen_share,recording,breakout_rooms,polling"
EVT00005836,ACC00183,USR001400,Phone,2024/09/30,30,12,
EVT00005195,ACC00207,USR001561,MEETING,2024-09-10,15,57,breakout_rooms
EVT00004450,ACC00165,USR001276,Meeting,25-09-2024,99999,77,
EVT00004946,ACC00031,USR001688,Phone,2024/08/07,30,20,
EVT00004046,ACC00185,USR001406,MEETING,21-08-2024,164,53,screen_share
EVT00006504,ACC00113,USR999596,MEETING,04-09-2024,15,40,"screen_share,recording,breakout_rooms"
EVT00003703,ACC00115,USR000893,Phone,2024-07-17,60,89,
EVT00001036,ACC00115,USR000891,phone,2024-08-03,111,19,
EVT00009257,ACC00135,USR001041,Meeting,2024-07-04,30,14,"recording,breakout_rooms"
EVT00005591,ACC00215,USR001662,webinar,2024-09-21,60,6,
EVT00001229,ACC00274,USR002189,Phone,2024/10/01,60,86,"screen_share,recording,breakout_rooms,polling"
EVT00010000,ACC00268,USR002146,phone,2024-09-14,-30,92,
EVT00006812,ACC00374,USR003044,MEETING,NULL,N/A,26,"screen_share,recording,breakout_rooms"
EVT00005142,ACC00082,USR000635,phone,2024/09/14,45,52,
EVT00000053,ACC00204,USR001495,meeting,,90,87,
EVT00009068,ACC00290,USR002358,meeting,2024-08-22,15,83,"screen_share,breakout_rooms"
EVT00008396,ACC00226,USR999408,Meeting,2024-08-23,414,58,screen_share;recording;breakout_rooms;polling
EVT00000160,ACC00262,USR002101,meeting,2024-07-30,60,69,
EVT00007553,ACC00281,USR002275,MEETING,2024/07/06,85,17,recording
EVT00001588,ACC00023,USR001090,meeting,,119,75,
EVT00001590,ACC00071,USR000569,Phone,12-08-2024,30,79,
EVT00009842,ACC00108,USR000814,webinar,2024/08/11,72,50,recording
EVT00009329,ACC00165,USR001268,Webinar,07/30/2024,30,73,
EVT00006931,ACC00070,USR000548,phone,09/10/2024,80,13,
EVT00006597,ACC00014,USR002628,Phone,2024-07-04,60,100,
EVT00006175,ACC00347,USR002800,phone,07/07/2024,204,70,recording
EVT00008099,ACC00295,USR999787,Phone,2024-09-29,73,89,recording
EVT00003859,ACC00214,USR001641,webinar,2024/09/08,73,65,breakout_rooms
EVT00009815,ACC00079,USR000624,webinar,2024-09-24,45,46,
EVT00006692,ACC00207,USR001559,Meeting,2024-07-17,109,62,
EVT00002829,ACC00118,USR000923,phone,08/11/2024,92,94,
